ria_id,titulo,tipo_publicacao,departamento,data_publicacao,ano_publicacao,autores_numero,downloads,citacoes,licenca_acesso
RIA00287,Publicação Científica 0287,Artigo,DCM,2024-10-29,2024,3,5118,177,Restrito
RIA00288,Publicação Científica 0288,Artigo,DGEO,2018-07-09,2018,3,9237,385,Open Access
RIA00289,Publicação Científica 0289,Dissertação,DETI,2019-04-08,2019,2,10437,206,Embargado
RIA00290,Publicação Científica 0290,Capítulo,DCM,2025-10-24,2025,3,6491,339,Restrito
RIA00291,Publicação Científica 0291,Artigo,DEP,2024-01-18,2024,9,5854,119,Embargado
RIA00292,Publicação Científica 0292,Artigo,DETI,2024-10-01,2024,2,11559,240,Embargado
RIA00293,Publicação Científica 0293,Capítulo,DEGEIT,2026-01-03,2026,6,8672,285,Restrito
RIA00294,Publicação Científica 0294,Dissertação,DEP,2020-04-04,2020,8,11183,366,Restrito
RIA00295,Publicação Científica 0295,Artigo,DEP,2022-12-26,2022,6,838,423,Embargado
RIA00296,Publicação Científica 0296,Tese,DEP,2020-08-18,2020,6,2481,151,Restrito
RIA00297,Publicação Científica 0297,Artigo,DGEO,2021-04-04,2021,3,5926,450,Restrito
RIA00298,Publicação Científica 0298,Artigo,DEGEIT,2026-02-07,2026,3,10469,333,Restrito
RIA00299,Publicação Científica 0299,Artigo,DEP,2018-04-02,2018,1,2939,358,Restrito
RIA00300,Publicação Científica 0300,Artigo,DCM,2021-10-13,2021,8,11082,435,Embargado
RIA00301,Publicação Científica 0301,Artigo,DGEO,2020-12-20,2020,7,6476,349,Open Access
RIA00302,Publicação Científica 0302,Artigo,DBIO,2020-09-03,2020,6,5089,147,Embargado
RIA00303,Publicação Científica 0303,Artigo,DEGEIT,2022-01-31,2022,1,3558,382,Restrito
RIA00304,Publicação Científica 0304,Artigo,DLC,2024-06-18,2024,5,9150,312,Embargado
RIA00305,Publicação Científica 0305,Artigo,DETI,2022-10-26,2022,2,5096,53,Open Access
RIA00306,Publicação Científica 0306,Tese,DMAT,2025-11-10,2025,3,1199,369,Open Access
RIA00307,Publicação Científica 0307,Relatório,DMAT,2020-06-09,2020,1,11333,236,Embargado
RIA00308,Publicação Científica 0308,Artigo,DMAT,2019-02-25,2019,5,3218,391,Restrito
RIA00309,Publicação Científica 0309,Artigo,DMAT,2022-06-19,2022,3,1404,419,Embargado
RIA00310,Publicação Científica 0310,Artigo,DGEO,2020-09-01,2020,1,2495,123,Restrito
RIA00311,Publicação Científica 0311,Artigo,DQ,2024-08-08,2024,5,7851,37,Restrito
RIA00312,Publicação Científica 0312,Tese,DEGEIT,2021-12-20,2021,9,538,47,Restrito
RIA00313,Publicação Científica 0313,Tese,DEP,2025-11-21,2025,9,1072,26,Open Access
RIA00314,Publicação Científica 0314,Artigo,DF,2025-09-19,2025,4,352,438,Open Access
RIA00315,Publicação Científica 0315,Artigo,DMAT,2021-12-29,2021,2,6382,385,Embargado
RIA00316,Publicação Científica 0316,Artigo,DCM,2022-09-30,2022,8,3521,351,Open Access
RIA00317,Publicação Científica 0317,Artigo,DQ,2021-01-05,2021,2,1328,215,Open Access
RIA00318,Publicação Científica 0318,Artigo,DEP,2019-07-01,2019,1,280,108,Embargado
RIA00319,Publicação Científica 0319,Artigo,DMAT,2019-08-25,2019,2,7223,144,Open Access
RIA00320,Publicação Científica 0320,Tese,DLC,2023-12-10,2023,9,2443,222,Restrito
RIA00321,Publicação Científica 0321,Relatório,DF,2023-12-03,2023,4,590,412,Embargado
RIA00322,Publicação Científica 0322,Relatório,DEP,2018-01-10,2018,5,11195,406,Embargado
RIA00323,Publicação Científica 0323,Tese,DLC,2018-05-09,2018,3,5356,265,Restrito
RIA00324,Publicação Científica 0324,Artigo,DF,2021-04-28,2021,5,8453,19,Open Access
RIA00325,Publicação Científica 0325,Artigo,DF,2018-10-06,2018,4,2015,389,Open Access
RIA00326,Publicação Científica 0326,Artigo,DLC,2024-11-20,2024,7,3435,413,Open Access
RIA00327,Publicação Científica 0327,Artigo,DBIO,2023-11-14,2023,7,983,328,Restrito
RIA00328,Publicação Científica 0328,Artigo,DCM,2018-02-05,2018,4,3603,378,Open Access
RIA00329,Publicação Científica 0329,Artigo,DEP,2021-02-21,2021,5,6356,178,Embargado
RIA00330,Publicação Científica 0330,Relatório,DEP,2025-04-20,2025,1,5453,331,Embargado
RIA00331,Publicação Científica 0331,Artigo,DF,2019-02-17,2019,9,7119,114,Embargado
RIA00332,Publicação Científica 0332,Artigo,DEGEIT,2025-04-20,2025,8,4742,179,Embargado
RIA00333,Publicação Científica 0333,Artigo,DGEO,2025-05-09,2025,6,9370,272,Embargado
RIA00334,Publicação Científica 0334,Tese,DGEO,2025-11-09,2025,6,977,111,Open Access
RIA00335,Publicação Científica 0335,Relatório,DLC,2021-02-04,2021,2,3464,417,Open Access
RIA00336,Publicação Científica 0336,Relatório,DLC,2021-05-08,2021,5,9217,381,Restrito
RIA00337,Publicação Científica 0337,Artigo,DEP,2018-07-04,2018,1,10107,143,Embargado
RIA00338,Publicação Científica 0338,Dissertação,DEP,2020-08-11,2020,4,8888,354,Restrito
RIA00339,Publicação Científica 0339,Artigo,DCM,2025-01-07,2025,1,9634,289,Restrito
RIA00340,Publicação Científica 0340,Artigo,DQ,2021-11-03,2021,8,8004,41,Restrito
RIA00341,Publicação Científica 0341,Artigo,DLC,2018-08-16,2018,9,9430,21,Embargado
RIA00342,Publicação Científica 0342,Artigo,DEGEIT,2019-10-10,2019,3,10865,46,Open Access
RIA00343,Publicação Científica 0343,Artigo,DQ,2026-01-24,2026,9,9479,53,Embargado
RIA00344,Publicação Científica 0344,Artigo,DGEO,2024-02-12,2024,1,11767,274,Open Access
RIA00345,Publicação Científica 0345,Tese,DETI,2025-10-30,2025,4,3033,350,Restrito
RIA00346,Publicação Científica 0346,Artigo,DF,2026-01-07,2026,3,5914,245,Embargado
RIA00347,Publicação Científica 0347,Tese,DLC,2020-01-23,2020,7,2821,241,Embargado
RIA00348,Publicação Científica 0348,Artigo,DEGEIT,2022-01-17,2022,4,11358,338,Open Access
RIA00349,Publicação Científica 0349,Tese,DF,2024-12-11,2024,2,631,228,Embargado
RIA00350,Publicação Científica 0350,Tese,DCM,2021-09-19,2021,5,2276,334,Embargado
RIA00351,Publicação Científica 0351,Dissertação,DF,2024-09-30,2024,5,8530,235,Embargado
RIA00352,Publicação Científica 0352,Capítulo,DLC,2021-03-19,2021,6,5959,98,Embargado
RIA00353,Publicação Científica 0353,Artigo,DEP,2025-08-06,2025,2,6334,255,Open Access
RIA00354,Publicação Científica 0354,Artigo,DF,2024-03-10,2024,7,11015,317,Restrito
RIA00355,Publicação Científica 0355,Artigo,DMAT,2019-08-27,2019,8,6569,342,Restrito
RIA00356,Publicação Científica 0356,Capítulo,DEP,2025-07-10,2025,3,6600,356,Open Access
RIA00357,Publicação Científica 0357,Capítulo,DETI,2019-11-01,2019,3,10318,387,Embargado
RIA00358,Publicação Científica 0358,Tese,DLC,2021-12-17,2021,3,5118,56,Embargado
RIA00359,Publicação Científica 0359,Artigo,DBIO,2024-09-27,2024,3,10255,106,Restrito
RIA00360,Publicação Científica 0360,Tese,DCM,2023-12-07,2023,8,394,220,Embargado
RIA00361,Publicação Científica 0361,Artigo,DGEO,2025-01-16,2025,6,207,273,Restrito
RIA00362,Publicação Científica 0362,Artigo,DLC,2023-07-07,2023,4,6358,430,Restrito
RIA00363,Publicação Científica 0363,Capítulo,DCM,2025-05-24,2025,4,9769,74,Embargado
RIA00364,Publicação Científica 0364,Artigo,DGEO,2018-08-20,2018,1,2866,42,Embargado
RIA00365,Publicação Científica 0365,Dissertação,DBIO,2023-05-11,2023,3,5377,385,Open Access
RIA00366,Publicação Científica 0366,Artigo,DETI,2019-05-30,2019,6,11967,299,Embargado
RIA00367,Publicação Científica 0367,Dissertação,DF,2024-06-27,2024,9,5085,80,Open Access
RIA00368,Publicação Científica 0368,Artigo,DQ,2020-04-07,2020,1,9731,197,Restrito
RIA00369,Publicação Científica 0369,Dissertação,DCM,2022-09-04,2022,6,6206,301,Open Access
RIA00370,Publicação Científica 0370,Artigo,DLC,2025-03-18,2025,9,3860,450,Open Access
RIA00371,Publicação Científica 0371,Tese,DQ,2018-04-01,2018,2,6502,203,Embargado
RIA00372,Publicação Científica 0372,Relatório,DF,2022-01-09,2022,6,2016,245,Embargado
RIA00373,Publicação Científica 0373,Artigo,DEP,2020-08-01,2020,5,9448,1,Embargado
RIA00374,Publicação Científica 0374,Artigo,DCM,2023-04-04,2023,9,11662,270,Open Access
RIA00375,Publicação Científica 0375,Dissertação,DBIO,2022-03-05,2022,6,1810,16,Restrito
RIA00376,Publicação Científica 0376,Tese,DEGEIT,2019-07-04,2019,9,6613,328,Restrito
RIA00377,Publicação Científica 0377,Capítulo,DLC,2025-03-12,2025,4,6225,297,Embargado
RIA00378,Publicação Científica 0378,Artigo,DETI,2022-10-25,2022,8,3032,64,Embargado
RIA00379,Publicação Científica 0379,Artigo,DCM,2021-07-22,2021,1,1646,3,Open Access
RIA00380,Publicação Científica 0380,Tese,DBIO,2021-01-01,2021,5,5721,242,Embargado
RIA00381,Publicação Científica 0381,Artigo,DF,2018-10-03,2018,1,6564,286,Open Access
RIA00382,Publicação Científica 0382,Artigo,DLC,2024-12-27,2024,6,10061,263,Restrito
RIA00383,Publicação Científica 0383,Dissertação,DGEO,2018-05-28,2018,3,11838,18,Embargado
RIA00384,Publicação Científica 0384,Artigo,DEGEIT,2022-02-11,2022,5,3342,230,Restrito
RIA00385,Publicação Científica 0385,Artigo,DEP,2022-12-14,2022,2,11017,409,Restrito
RIA00386,Publicação Científica 0386,Tese,DEGEIT,2024-05-23,2024,4,2193,274,Open Access
RIA00387,Publicação Científica 0387,Artigo,DCM,2023-07-18,2023,8,3478,395,Restrito
RIA00388,Publicação Científica 0388,Artigo,DETI,2022-05-03,2022,9,1773,47,Embargado
RIA00389,Publicação Científica 0389,Artigo,DEGEIT,2018-10-02,2018,3,1651,59,Embargado
RIA00390,Publicação Científica 0390,Tese,DLC,2023-04-13,2023,1,5561,447,Restrito
RIA00391,Publicação Científica 0391,Artigo,DQ,2020-12-06,2020,6,337,173,Open Access
RIA00392,Publicação Científica 0392,Dissertação,DETI,2021-11-25,2021,3,9240,336,Open Access
RIA00393,Publicação Científica 0393,Artigo,DGEO,2018-10-13,2018,8,11485,2,Restrito
RIA00394,Publicação Científica 0394,Dissertação,DCM,2022-07-25,2022,2,10570,184,Open Access
RIA00395,Publicação Científica 0395,Artigo,DEGEIT,2018-12-14,2018,6,9201,287,Open Access
RIA00396,Publicação Científica 0396,Dissertação,DQ,2019-05-02,2019,2,3919,41,Restrito
RIA00397,Publicação Científica 0397,Relatório,DCM,2020-11-02,2020,6,4339,360,Open Access
RIA00398,Publicação Científica 0398,Artigo,DCM,2022-03-18,2022,8,9180,147,Embargado
RIA00399,Publicação Científica 0399,Dissertação,DEGEIT,2025-10-19,2025,6,1835,265,Open Access
RIA00400,Publicação Científica 0400,Artigo,DMAT,2020-06-12,2020,6,10134,151,Open Access
RIA00401,Publicação Científica 0401,Artigo,DBIO,2024-08-13,2024,9,1347,152,Restrito
RIA00402,Publicação Científica 0402,Artigo,DETI,2020-05-12,2020,2,7557,367,Open Access
RIA00403,Publicação Científica 0403,Tese,DCM,2023-05-26,2023,4,372,397,Restrito
RIA00404,Publicação Científica 0404,Tese,DMAT,2019-01-30,2019,8,7307,108,Open Access
RIA00405,Publicação Científica 0405,Artigo,DEGEIT,2018-11-23,2018,9,4934,151,Restrito
RIA00406,Publicação Científica 0406,Artigo,DQ,2020-11-01,2020,8,498,197,Open Access
RIA00407,Publicação Científica 0407,Artigo,DLC,2019-06-04,2019,5,4886,214,Restrito
RIA00408,Publicação Científica 0408,Tese,DLC,2018-09-13,2018,1,2964,185,Embargado
RIA00409,Publicação Científica 0409,Artigo,DEGEIT,2022-03-01,2022,8,6957,225,Open Access
RIA00410,Publicação Científica 0410,Dissertação,DETI,2018-02-01,2018,2,6946,79,Restrito
RIA00411,Publicação Científica 0411,Artigo,DLC,2018-01-29,2018,2,8136,432,Embargado
RIA00412,Publicação Científica 0412,Artigo,DLC,2018-01-01,2018,3,7169,225,Embargado
RIA00413,Publicação Científica 0413,Tese,DF,2019-07-31,2019,2,3054,17,Open Access
RIA00414,Publicação Científica 0414,Artigo,DF,2026-03-13,2026,5,2885,104,Open Access
RIA00415,Publicação Científica 0415,Artigo,DEGEIT,2021-12-29,2021,4,10367,22,Restrito
RIA00416,Publicação Científica 0416,Tese,DF,2018-08-30,2018,6,5066,226,Embargado
RIA00417,Publicação Científica 0417,Artigo,DBIO,2021-01-07,2021,7,4676,98,Restrito
RIA00418,Publicação Científica 0418,Artigo,DBIO,2025-04-02,2025,8,6107,43,Open Access
RIA00419,Publicação Científica 0419,Artigo,DEGEIT,2025-01-21,2025,3,679,440,Open Access
RIA00420,Publicação Científica 0420,Artigo,DLC,2022-06-03,2022,4,7642,125,Embargado
RIA00421,Publicação Científica 0421,Artigo,DGEO,2019-10-07,2019,2,7897,369,Restrito
RIA00422,Publicação Científica 0422,Capítulo,DLC,2026-03-02,2026,5,6263,447,Embargado
RIA00423,Publicação Científica 0423,Capítulo,DCM,2023-08-26,2023,8,6333,262,Embargado
RIA00424,Publicação Científica 0424,Capítulo,DLC,2019-10-18,2019,2,3003,143,Embargado
RIA00425,Publicação Científica 0425,Tese,DGEO,2021-10-08,2021,9,10715,263,Open Access
RIA00426,Publicação Científica 0426,Dissertação,DF,2020-03-27,2020,4,2114,65,Embargado
RIA00427,Publicação Científica 0427,Tese,DF,2023-06-29,2023,7,9590,254,Embargado
RIA00428,Publicação Científica 0428,Artigo,DMAT,2024-09-07,2024,3,1676,233,Open Access
RIA00429,Publicação Científica 0429,Tese,DGEO,2020-04-06,2020,4,9726,234,Open Access
RIA00430,Publicação Científica 0430,Dissertação,DEGEIT,2024-03-15,2024,2,2294,365,Open Access
RIA00431,Publicação Científica 0431,Relatório,DLC,2022-05-21,2022,8,10981,410,Embargado
RIA00432,Publicação Científica 0432,Tese,DCM,2019-06-18,2019,7,8069,148,Open Access
RIA00433,Publicação Científica 0433,Relatório,DEP,2020-12-02,2020,2,84,417,Restrito
RIA00434,Publicação Científica 0434,Capítulo,DF,2022-05-31,2022,7,10812,47,Embargado
RIA00435,Publicação Científica 0435,Artigo,DEP,2023-07-03,2023,3,3534,418,Embargado
RIA00436,Publicação Científica 0436,Artigo,DMAT,2021-05-24,2021,2,3411,194,Open Access
RIA00437,Publicação Científica 0437,Capítulo,DMAT,2023-02-17,2023,2,10132,426,Restrito
RIA00438,Publicação Científica 0438,Capítulo,DBIO,2018-02-24,2018,7,4581,69,Embargado
RIA00439,Publicação Científica 0439,Artigo,DF,2024-05-10,2024,9,10149,167,Open Access
RIA00440,Publicação Científica 0440,Tese,DF,2018-09-07,2018,9,90,81,Open Access
RIA00441,Publicação Científica 0441,Capítulo,DEGEIT,2021-09-10,2021,5,7628,406,Open Access
RIA00442,Publicação Científica 0442,Tese,DMAT,2024-10-07,2024,3,10600,390,Embargado
RIA00443,Publicação Científica 0443,Artigo,DQ,2023-02-19,2023,5,293,77,Open Access
RIA00444,Publicação Científica 0444,Dissertação,DCM,2022-02-23,2022,1,8410,435,Restrito
RIA00445,Publicação Científica 0445,Artigo,DEP,2025-06-09,2025,8,10489,230,Restrito
RIA00446,Publicação Científica 0446,Artigo,DETI,2018-05-13,2018,5,1323,301,Open Access
RIA00447,Publicação Científica 0447,Artigo,DBIO,2020-08-07,2020,3,10016,426,Restrito
RIA00448,Publicação Científica 0448,Artigo,DMAT,2021-06-13,2021,1,8433,440,Open Access
RIA00449,Publicação Científica 0449,Artigo,DEP,2022-12-02,2022,1,6073,220,Embargado
RIA00450,Publicação Científica 0450,Tese,DQ,2021-12-31,2021,9,7041,424,Embargado
RIA00451,Publicação Científica 0451,Tese,DF,2020-04-26,2020,5,8609,421,Embargado
RIA00452,Publicação Científica 0452,Tese,DQ,2019-12-07,2019,9,329,54,Embargado
RIA00453,Publicação Científica 0453,Artigo,DQ,2019-08-18,2019,1,3555,398,Restrito
RIA00454,Publicação Científica 0454,Relatório,DF,2018-10-23,2018,2,340,291,Restrito
RIA00455,Publicação Científica 0455,Artigo,DBIO,2020-01-19,2020,3,2259,382,Open Access
RIA00456,Publicação Científica 0456,Dissertação,DCM,2018-10-07,2018,9,10992,167,Restrito
RIA00457,Publicação Científica 0457,Dissertação,DBIO,2023-04-23,2023,5,3055,219,Open Access
RIA00458,Publicação Científica 0458,Dissertação,DBIO,2021-06-19,2021,9,4938,341,Open Access
RIA00459,Publicação Científica 0459,Artigo,DEGEIT,2024-08-10,2024,8,130,194,Open Access
RIA00460,Publicação Científica 0460,Artigo,DLC,2023-12-10,2023,6,402,220,Restrito
RIA00461,Publicação Científica 0461,Artigo,DQ,2019-08-04,2019,2,11481,257,Open Access
RIA00462,Publicação Científica 0462,Relatório,DLC,2025-01-10,2025,4,5723,389,Restrito
RIA00463,Publicação Científica 0463,Relatório,DETI,2018-07-11,2018,8,1372,56,Restrito
RIA00464,Publicação Científica 0464,Artigo,DCM,2018-10-04,2018,7,10217,201,Restrito
RIA00465,Publicação Científica 0465,Tese,DCM,2018-05-07,2018,3,188,298,Open Access
RIA00466,Publicação Científica 0466,Capítulo,DMAT,2025-03-11,2025,7,701,221,Restrito
RIA00467,Publicação Científica 0467,Dissertação,DMAT,2025-02-15,2025,1,5201,228,Embargado
RIA00468,Publicação Científica 0468,Artigo,DBIO,2020-10-30,2020,7,1466,293,Embargado
RIA00469,Publicação Científica 0469,Artigo,DLC,2019-10-11,2019,9,7289,203,Embargado
RIA00470,Publicação Científica 0470,Capítulo,DCM,2023-04-22,2023,4,3666,199,Open Access
RIA00471,Publicação Científica 0471,Artigo,DEP,2018-12-02,2018,8,2938,49,Open Access
RIA00472,Publicação Científica 0472,Tese,DEGEIT,2020-01-06,2020,2,1592,218,Restrito
RIA00473,Publicação Científica 0473,Artigo,DGEO,2018-07-30,2018,4,10524,116,Embargado
RIA00474,Publicação Científica 0474,Capítulo,DCM,2025-09-15,2025,1,8087,214,Open Access
RIA00475,Publicação Científica 0475,Artigo,DCM,2018-10-16,2018,6,10840,265,Embargado
RIA00476,Publicação Científica 0476,Tese,DEP,2022-05-14,2022,9,8174,159,Restrito
RIA00477,Publicação Científica 0477,Artigo,DCM,2022-05-24,2022,8,10381,270,Embargado
RIA00478,Publicação Científica 0478,Artigo,DGEO,2021-01-28,2021,4,4194,3,Open Access
RIA00479,Publicação Científica 0479,Artigo,DETI,2021-04-07,2021,2,6991,60,Embargado
RIA00480,Publicação Científica 0480,Artigo,DEP,2024-01-21,2024,9,8290,217,Embargado
RIA00481,Publicação Científica 0481,Artigo,DBIO,2025-08-22,2025,5,572,160,Open Access
RIA00482,Publicação Científica 0482,Artigo,DEP,2018-09-13,2018,5,11209,239,Open Access
RIA00483,Publicação Científica 0483,Artigo,DF,2024-03-29,2024,7,3477,335,Restrito
RIA00484,Publicação Científica 0484,Artigo,DEP,2022-10-08,2022,1,8117,446,Open Access
RIA00485,Publicação Científica 0485,Tese,DETI,2020-12-02,2020,4,130,173,Restrito
RIA00486,Publicação Científica 0486,Artigo,DCM,2025-02-19,2025,2,5055,238,Embargado
RIA00487,Publicação Científica 0487,Artigo,DF,2024-04-23,2024,3,10057,42,Open Access
RIA00488,Publicação Científica 0488,Artigo,DQ,2024-10-18,2024,5,7512,168,Embargado
RIA00489,Publicação Científica 0489,Tese,DGEO,2021-01-29,2021,8,1137,401,Embargado
RIA00490,Publicação Científica 0490,Artigo,DEGEIT,2023-07-16,2023,2,585,50,Open Access
RIA00491,Publicação Científica 0491,Artigo,DCM,2021-03-04,2021,8,2762,86,Restrito
RIA00492,Publicação Científica 0492,Artigo,DGEO,2024-09-20,2024,3,7982,157,Embargado
RIA00493,Publicação Científica 0493,Artigo,DF,2018-02-05,2018,7,4482,7,Open Access
RIA00494,Publicação Científica 0494,Artigo,DF,2023-01-23,2023,7,5955,184,Open Access
RIA00495,Publicação Científica 0495,Artigo,DLC,2020-04-09,2020,3,9025,283,Restrito
RIA00496,Publicação Científica 0496,Artigo,DQ,2020-06-15,2020,4,5031,165,Restrito
RIA00497,Publicação Científica 0497,Artigo,DBIO,2025-07-02,2025,2,4210,370,Open Access
RIA00498,Publicação Científica 0498,Tese,DQ,2021-08-21,2021,6,5411,93,Open Access
RIA00499,Publicação Científica 0499,Tese,DQ,2023-01-28,2023,5,5741,449,Open Access
RIA00500,Publicação Científica 0500,Capítulo,DEP,2024-07-23,2024,2,9633,53,Embargado
RIA00501,Publicação Científica 0501,Artigo,DF,2025-09-15,2025,8,4943,86,Restrito
RIA00502,Publicação Científica 0502,Tese,DEP,2018-12-21,2018,5,1211,359,Embargado
RIA00503,Publicação Científica 0503,Capítulo,DF,2022-02-01,2022,1,8114,148,Restrito
RIA00504,Publicação Científica 0504,Tese,DEP,2019-05-11,2019,8,8119,192,Restrito
RIA00505,Publicação Científica 0505,Artigo,DMAT,2024-12-22,2024,4,9432,376,Embargado
RIA00506,Publicação Científica 0506,Artigo,DQ,2023-08-20,2023,1,2123,392,Restrito
RIA00507,Publicação Científica 0507,Dissertação,DLC,2023-10-18,2023,6,4685,344,Embargado
RIA00508,Publicação Científica 0508,Artigo,DBIO,2023-12-12,2023,7,10713,445,Embargado
RIA00509,Publicação Científica 0509,Artigo,DBIO,2019-02-18,2019,1,6603,261,Embargado
RIA00510,Publicação Científica 0510,Artigo,DETI,2020-03-13,2020,3,6430,69,Restrito
RIA00511,Publicação Científica 0511,Artigo,DGEO,2021-06-29,2021,3,314,363,Embargado
RIA00512,Publicação Científica 0512,Artigo,DETI,2024-12-01,2024,3,3709,403,Embargado
RIA00513,Publicação Científica 0513,Artigo,DEGEIT,2020-10-01,2020,5,2643,240,Restrito
RIA00514,Publicação Científica 0514,Artigo,DCM,2020-01-21,2020,3,5450,110,Restrito
RIA00515,Publicação Científica 0515,Artigo,DLC,2025-05-17,2025,4,889,303,Open Access
RIA00516,Publicação Científica 0516,Artigo,DCM,2018-09-16,2018,5,6092,411,Restrito
RIA00517,Publicação Científica 0517,Artigo,DQ,2021-07-05,2021,1,3230,353,Embargado
RIA00518,Publicação Científica 0518,Relatório,DQ,2024-01-07,2024,2,8459,92,Embargado
RIA00519,Publicação Científica 0519,Artigo,DCM,2023-08-22,2023,6,3178,320,Open Access
RIA00520,Publicação Científica 0520,Artigo,DEGEIT,2019-09-28,2019,2,11352,231,Open Access
RIA00521,Publicação Científica 0521,Artigo,DEP,2019-06-23,2019,5,1343,134,Embargado
RIA00522,Publicação Científica 0522,Artigo,DETI,2021-11-02,2021,9,1219,19,Restrito
RIA00523,Publicação Científica 0523,Artigo,DBIO,2019-12-10,2019,1,10100,92,Restrito
RIA00524,Publicação Científica 0524,Artigo,DBIO,2019-09-23,2019,4,9903,112,Open Access
RIA00525,Publicação Científica 0525,Relatório,DEGEIT,2020-06-17,2020,2,4380,431,Restrito
RIA00526,Publicação Científica 0526,Artigo,DBIO,2019-04-17,2019,9,2383,280,Embargado
RIA00527,Publicação Científica 0527,Relatório,DLC,2019-11-29,2019,3,8764,44,Restrito
RIA00528,Publicação Científica 0528,Capítulo,DCM,2018-08-13,2018,4,8910,87,Restrito
RIA00529,Publicação Científica 0529,Artigo,DMAT,2021-07-07,2021,5,504,286,Embargado
RIA00530,Publicação Científica 0530,Artigo,DLC,2025-11-29,2025,8,8726,291,Embargado
RIA00531,Publicação Científica 0531,Artigo,DGEO,2022-01-06,2022,6,11461,301,Restrito
RIA00532,Publicação Científica 0532,Artigo,DF,2022-06-12,2022,9,11875,93,Open Access
RIA00533,Publicação Científica 0533,Relatório,DMAT,2024-11-24,2024,5,5800,315,Embargado
RIA00534,Publicação Científica 0534,Tese,DEP,2020-04-26,2020,3,4136,237,Restrito
RIA00535,Publicação Científica 0535,Relatório,DGEO,2022-08-18,2022,4,1536,173,Embargado
RIA00536,Publicação Científica 0536,Artigo,DEGEIT,2019-06-22,2019,5,8362,304,Restrito
RIA00537,Publicação Científica 0537,Capítulo,DQ,2022-08-15,2022,6,7792,66,Restrito
RIA00538,Publicação Científica 0538,Artigo,DMAT,2020-02-19,2020,5,5118,146,Open Access
RIA00539,Publicação Científica 0539,Artigo,DF,2024-05-14,2024,5,7868,240,Open Access
RIA00540,Publicação Científica 0540,Artigo,DBIO,2019-05-31,2019,1,11483,393,Restrito
RIA00541,Publicação Científica 0541,Dissertação,DF,2021-08-02,2021,5,9893,34,Open Access
RIA00542,Publicação Científica 0542,Artigo,DF,2018-07-05,2018,5,10093,369,Embargado
RIA00543,Publicação Científica 0543,Artigo,DGEO,2019-01-19,2019,2,76,270,Restrito
RIA00544,Publicação Científica 0544,Artigo,DGEO,2025-01-25,2025,2,605,262,Restrito
RIA00545,Publicação Científica 0545,Capítulo,DEGEIT,2021-08-08,2021,5,5667,137,Restrito
RIA00546,Publicação Científica 0546,Artigo,DEGEIT,2024-11-30,2024,6,1528,389,Embargado
RIA00547,Publicação Científica 0547,Artigo,DQ,2025-03-02,2025,5,574,14,Restrito
RIA00548,Publicação Científica 0548,Dissertação,DBIO,2022-12-10,2022,9,5579,16,Embargado
RIA00549,Publicação Científica 0549,Artigo,DETI,2024-04-23,2024,8,7276,364,Restrito
RIA00550,Publicação Científica 0550,Relatório,DBIO,2018-04-06,2018,7,5653,199,Restrito
RIA00551,Publicação Científica 0551,Relatório,DEP,2021-06-20,2021,8,7843,342,Restrito
RIA00552,Publicação Científica 0552,Artigo,DEGEIT,2021-12-10,2021,6,1630,352,Open Access
RIA00553,Publicação Científica 0553,Artigo,DF,2018-03-12,2018,9,11587,185,Restrito
RIA00554,Publicação Científica 0554,Capítulo,DGEO,2021-09-01,2021,2,6499,388,Embargado
RIA00555,Publicação Científica 0555,Artigo,DCM,2024-12-05,2024,1,9658,429,Embargado
RIA00556,Publicação Científica 0556,Dissertação,DF,2024-09-05,2024,9,3383,158,Restrito
RIA00557,Publicação Científica 0557,Artigo,DLC,2018-05-24,2018,3,10328,25,Embargado
RIA00558,Publicação Científica 0558,Relatório,DQ,2020-01-06,2020,5,6331,37,Embargado
RIA00559,Publicação Científica 0559,Artigo,DF,2022-10-29,2022,2,9327,323,Open Access
RIA00560,Publicação Científica 0560,Artigo,DGEO,2018-11-10,2018,1,7161,312,Restrito
RIA00561,Publicação Científica 0561,Artigo,DMAT,2019-04-11,2019,9,8268,223,Embargado
RIA00562,Publicação Científica 0562,Artigo,DQ,2018-08-01,2018,7,2522,128,Restrito
RIA00563,Publicação Científica 0563,Artigo,DGEO,2018-06-14,2018,1,2435,80,Open Access
RIA00564,Publicação Científica 0564,Tese,DCM,2022-11-25,2022,7,4860,113,Embargado
RIA00565,Publicação Científica 0565,Tese,DGEO,2025-05-28,2025,2,4037,180,Embargado
RIA00566,Publicação Científica 0566,Relatório,DQ,2025-01-22,2025,5,7446,248,Embargado
RIA00567,Publicação Científica 0567,Tese,DCM,2019-07-01,2019,5,2550,285,Open Access
RIA00568,Publicação Científica 0568,Artigo,DLC,2024-09-17,2024,7,11359,113,Open Access
RIA00569,Publicação Científica 0569,Dissertação,DQ,2018-05-03,2018,2,4200,387,Open Access
RIA00570,Publicação Científica 0570,Dissertação,DQ,2020-12-24,2020,6,6471,7,Embargado
RIA00571,Publicação Científica 0571,Artigo,DETI,2023-12-26,2023,2,10087,181,Restrito
RIA00572,Publicação Científica 0572,Artigo,DF,2023-03-27,2023,6,6596,59,Open Access
RIA00573,Publicação Científica 0573,Artigo,DETI,2024-09-21,2024,9,6654,260,Restrito
RIA00574,Publicação Científica 0574,Artigo,DEGEIT,2022-09-07,2022,7,5534,127,Open Access
