despesa_id,data_despesa,departamento,rubrica,fornecedor,valor,estado,centro_custo
D000980,2024-05-26,DETI,Equipamento,GreenEnergy,5994.58,Pago,CC-DETI-07
D000981,2025-10-10,DGEO,Equipamento,IberTravel,45131.13,Pendente,CC-DGEO-12
D000982,2024-05-24,DF,Bolsas,Campus Services,4648.04,Anulado,CC-DF-05
D000983,2025-08-17,DBIO,Serviços Externos,DataCloud,9687.04,Pendente,CC-DBIO-08
D000984,2025-06-04,DCM,Investigação,GreenEnergy,17688.16,Pago,CC-DCM-10
D000985,2025-09-26,DBIO,Bolsas,EduSoft,12095.43,Anulado,CC-DBIO-10
D000986,2024-08-04,DF,Serviços Externos,GreenEnergy,4523.48,Pago,CC-DF-07
D000987,2024-04-26,DBIO,Infraestruturas,PrintWay,44468.26,Pago,CC-DBIO-01
D000988,2024-06-16,DLC,Infraestruturas,EduSoft,30177.99,Pago,CC-DLC-04
D000989,2025-02-21,DEGEIT,Viagens,Campus Services,11521.54,Pago,CC-DEGEIT-07
D000990,2025-12-24,DCM,Investigação,DataCloud,8661.52,Pago,CC-DCM-10
D000991,2024-08-29,DEP,Investigação,PrintWay,13907.11,Pago,CC-DEP-05
D000992,2026-03-17,DMAT,Viagens,TechVision,14727.93,Pago,CC-DMAT-12
D000993,2025-10-19,DMAT,Investigação,Global Office,6233.34,Pendente,CC-DMAT-10
D000994,2024-02-01,DGEO,Equipamento,LabInstruments,43326.87,Pago,CC-DGEO-11
D000995,2025-02-02,DGEO,Viagens,GreenEnergy,10051.11,Pago,CC-DGEO-05
D000996,2024-04-30,DETI,Pessoal,EduSoft,10570.23,Anulado,CC-DETI-09
D000997,2024-03-28,DMAT,Serviços Externos,PrintWay,6376.03,Pago,CC-DMAT-12
D000998,2024-08-16,DGEO,Investigação,GreenEnergy,15699.09,Pago,CC-DGEO-06
D000999,2025-12-27,DGEO,Manutenção,GreenEnergy,7659.69,Pago,CC-DGEO-07
D001000,2024-02-03,DF,Equipamento,LabInstruments,42100.83,Pendente,CC-DF-12
D001001,2024-04-27,DMAT,Viagens,TechVision,11132.63,Pago,CC-DMAT-11
D001002,2025-04-24,DEP,Viagens,IberTravel,10501.75,Pago,CC-DEP-09
D001003,2025-09-04,DBIO,Infraestruturas,IberTravel,36745.75,Pago,CC-DBIO-11
D001004,2025-10-12,DBIO,Infraestruturas,Global Office,53125.44,Pago,CC-DBIO-01
D001005,2025-06-12,DEGEIT,Serviços Externos,LabInstruments,16558.14,Pago,CC-DEGEIT-04
D001006,2025-02-12,DETI,Serviços Externos,MedSupply,18232.8,Pendente,CC-DETI-06
D001007,2024-08-12,DBIO,Equipamento,TechVision,37733.55,Pendente,CC-DBIO-09
D001008,2025-02-14,DEP,Infraestruturas,MedSupply,44527.86,Pendente,CC-DEP-07
D001009,2024-10-03,DLC,Equipamento,Campus Services,52617.37,Pago,CC-DLC-03
D001010,2024-06-10,DMAT,Manutenção,DataCloud,13241.32,Pago,CC-DMAT-06
D001011,2025-02-09,DBIO,Bolsas,DataCloud,14760.9,Pago,CC-DBIO-09
D001012,2025-03-21,DLC,Bolsas,Global Office,1633.78,Pendente,CC-DLC-05
D001013,2025-09-05,DBIO,Investigação,IberTravel,17042.63,Anulado,CC-DBIO-12
D001014,2025-02-03,DQ,Bolsas,EduSoft,7238.1,Pago,CC-DQ-12
D001015,2025-12-09,DLC,Investigação,MedSupply,3066.49,Pago,CC-DLC-06
D001016,2024-08-10,DETI,Infraestruturas,LabInstruments,58391.34,Pago,CC-DETI-02
D001017,2026-02-23,DLC,Equipamento,LabInstruments,50403.24,Pago,CC-DLC-11
D001018,2024-06-23,DETI,Infraestruturas,MedSupply,39656.02,Pago,CC-DETI-06
D001019,2025-05-07,DETI,Pessoal,EduSoft,8816.23,Pago,CC-DETI-06
D001020,2024-04-17,DMAT,Manutenção,GreenEnergy,9699.26,Pago,CC-DMAT-12
D001021,2025-06-17,DGEO,Equipamento,GreenEnergy,61147.03,Pago,CC-DGEO-07
D001022,2024-08-27,DETI,Bolsas,PrintWay,16573.63,Pendente,CC-DETI-06
D001023,2025-04-27,DCM,Bolsas,GreenEnergy,2212.69,Pago,CC-DCM-01
D001024,2024-05-07,DMAT,Equipamento,EduSoft,29196.72,Pago,CC-DMAT-03
D001025,2026-03-29,DEGEIT,Manutenção,Campus Services,9406.43,Anulado,CC-DEGEIT-04
D001026,2024-06-17,DMAT,Serviços Externos,DataCloud,4353.21,Pago,CC-DMAT-06
D001027,2025-05-24,DEGEIT,Viagens,EduSoft,1358.0,Pago,CC-DEGEIT-06
D001028,2024-10-25,DEGEIT,Pessoal,Global Office,13403.51,Pago,CC-DEGEIT-08
D001029,2025-07-06,DETI,Investigação,Campus Services,3154.84,Pago,CC-DETI-02
D001030,2024-11-30,DEP,Serviços Externos,MedSupply,2233.74,Pendente,CC-DEP-05
D001031,2025-11-10,DMAT,Equipamento,Campus Services,28955.7,Pago,CC-DMAT-02
D001032,2024-03-08,DEP,Viagens,TechVision,3518.24,Pendente,CC-DEP-10
D001033,2025-05-25,DQ,Investigação,IberTravel,17615.82,Pago,CC-DQ-09
D001034,2025-02-18,DMAT,Bolsas,DataCloud,17979.67,Pago,CC-DMAT-06
D001035,2025-03-01,DLC,Infraestruturas,DataCloud,7203.05,Pago,CC-DLC-11
D001036,2024-07-25,DF,Viagens,Campus Services,5175.14,Pago,CC-DF-10
D001037,2024-04-27,DCM,Bolsas,LabInstruments,16415.68,Pendente,CC-DCM-04
D001038,2026-03-21,DLC,Equipamento,LabInstruments,31678.5,Pago,CC-DLC-12
D001039,2024-06-06,DLC,Investigação,Global Office,13483.64,Pago,CC-DLC-02
D001040,2024-04-03,DEP,Viagens,EduSoft,14359.34,Pago,CC-DEP-07
D001041,2025-02-04,DMAT,Infraestruturas,LabInstruments,63409.28,Anulado,CC-DMAT-08
D001042,2024-10-05,DF,Infraestruturas,PrintWay,13601.31,Pago,CC-DF-09
D001043,2025-09-24,DEP,Pessoal,DataCloud,18494.92,Pago,CC-DEP-06
D001044,2026-01-13,DQ,Infraestruturas,EduSoft,36533.57,Pago,CC-DQ-06
D001045,2025-02-21,DMAT,Viagens,TechVision,4186.02,Pago,CC-DMAT-08
D001046,2024-03-31,DCM,Bolsas,Campus Services,15965.78,Pago,CC-DCM-02
D001047,2025-01-19,DLC,Bolsas,MedSupply,3779.37,Pago,CC-DLC-08
D001048,2024-12-08,DEGEIT,Investigação,IberTravel,9686.01,Pago,CC-DEGEIT-03
D001049,2024-09-10,DMAT,Infraestruturas,Global Office,23685.69,Pago,CC-DMAT-01
D001050,2024-03-15,DBIO,Equipamento,PrintWay,16508.67,Pago,CC-DBIO-05
D001051,2024-09-24,DLC,Investigação,EduSoft,1534.97,Pago,CC-DLC-04
D001052,2025-04-13,DETI,Manutenção,LabInstruments,1105.79,Pago,CC-DETI-09
D001053,2025-09-29,DF,Investigação,GreenEnergy,17136.73,Pago,CC-DF-03
D001054,2024-04-07,DEP,Manutenção,DataCloud,3305.92,Pago,CC-DEP-05
D001055,2024-04-07,DEP,Viagens,PrintWay,8003.08,Pago,CC-DEP-07
D001056,2025-03-06,DLC,Equipamento,MedSupply,5908.34,Pendente,CC-DLC-06
D001057,2024-07-04,DGEO,Pessoal,EduSoft,10501.9,Pago,CC-DGEO-09
D001058,2024-07-18,DQ,Bolsas,MedSupply,3589.24,Pago,CC-DQ-12
D001059,2024-08-28,DQ,Viagens,DataCloud,311.25,Pago,CC-DQ-05
D001060,2024-10-12,DGEO,Investigação,EduSoft,13904.88,Pago,CC-DGEO-12
D001061,2025-11-28,DMAT,Equipamento,Global Office,47062.64,Pendente,CC-DMAT-01
D001062,2024-09-30,DBIO,Pessoal,GreenEnergy,12788.01,Pago,CC-DBIO-08
D001063,2024-09-20,DBIO,Investigação,Campus Services,2268.57,Pago,CC-DBIO-03
D001064,2025-01-16,DBIO,Pessoal,DataCloud,2609.22,Pago,CC-DBIO-01
D001065,2024-10-26,DETI,Serviços Externos,Global Office,7454.62,Pago,CC-DETI-05
D001066,2026-02-23,DF,Viagens,EduSoft,2605.98,Pago,CC-DF-10
D001067,2024-12-22,DEP,Investigação,IberTravel,10134.75,Pago,CC-DEP-08
D001068,2024-08-02,DF,Investigação,PrintWay,627.75,Pago,CC-DF-09
D001069,2024-10-14,DBIO,Pessoal,Global Office,931.74,Pago,CC-DBIO-10
D001070,2025-02-08,DQ,Bolsas,GreenEnergy,3101.94,Pago,CC-DQ-02
D001071,2025-08-14,DEGEIT,Manutenção,DataCloud,6446.03,Pendente,CC-DEGEIT-10
D001072,2025-12-31,DEP,Infraestruturas,TechVision,6955.96,Pago,CC-DEP-08
D001073,2024-07-04,DQ,Pessoal,Campus Services,12873.4,Pendente,CC-DQ-07
D001074,2024-11-02,DQ,Investigação,LabInstruments,7498.43,Pago,CC-DQ-07
D001075,2025-06-04,DQ,Equipamento,PrintWay,57130.66,Pago,CC-DQ-09
D001076,2024-05-10,DETI,Bolsas,PrintWay,7927.17,Pago,CC-DETI-11
D001077,2024-06-20,DEP,Serviços Externos,Global Office,11773.46,Pago,CC-DEP-07
D001078,2026-02-11,DCM,Viagens,Campus Services,13709.84,Pendente,CC-DCM-11
D001079,2024-04-11,DQ,Viagens,IberTravel,12882.31,Pago,CC-DQ-01
D001080,2025-12-05,DMAT,Serviços Externos,DataCloud,4909.52,Anulado,CC-DMAT-07
D001081,2025-09-23,DEGEIT,Equipamento,DataCloud,45373.13,Pago,CC-DEGEIT-08
D001082,2025-12-29,DGEO,Infraestruturas,Campus Services,45619.65,Pago,CC-DGEO-09
D001083,2024-07-13,DQ,Investigação,LabInstruments,8024.93,Pago,CC-DQ-10
D001084,2024-07-29,DLC,Equipamento,IberTravel,45932.32,Pago,CC-DLC-11
D001085,2024-08-31,DETI,Equipamento,Campus Services,53357.17,Pago,CC-DETI-02
D001086,2025-05-02,DETI,Viagens,EduSoft,15377.78,Pago,CC-DETI-07
D001087,2025-09-29,DF,Serviços Externos,PrintWay,17574.2,Pago,CC-DF-06
D001088,2025-10-01,DEP,Infraestruturas,DataCloud,10440.78,Pago,CC-DEP-05
D001089,2025-05-19,DF,Pessoal,LabInstruments,15824.44,Pago,CC-DF-06
D001090,2025-07-25,DETI,Pessoal,Campus Services,5255.95,Pago,CC-DETI-03
D001091,2025-06-15,DEGEIT,Bolsas,LabInstruments,7439.87,Pago,CC-DEGEIT-04
D001092,2024-12-21,DCM,Viagens,Global Office,17179.33,Pago,CC-DCM-10
D001093,2024-05-17,DMAT,Equipamento,Global Office,16871.5,Pago,CC-DMAT-09
D001094,2026-02-09,DQ,Viagens,PrintWay,11964.44,Pago,CC-DQ-07
D001095,2025-12-28,DMAT,Pessoal,Global Office,14296.8,Pago,CC-DMAT-04
D001096,2024-02-09,DF,Serviços Externos,EduSoft,10791.32,Pago,CC-DF-02
D001097,2025-08-15,DCM,Bolsas,GreenEnergy,13537.73,Pendente,CC-DCM-10
D001098,2024-07-12,DCM,Serviços Externos,Campus Services,10597.19,Pago,CC-DCM-06
D001099,2024-07-06,DCM,Bolsas,Global Office,8200.94,Pago,CC-DCM-09
D001100,2025-03-15,DETI,Serviços Externos,TechVision,11365.22,Pendente,CC-DETI-06
D001101,2026-01-11,DMAT,Viagens,DataCloud,5845.37,Pago,CC-DMAT-10
D001102,2024-03-13,DGEO,Bolsas,GreenEnergy,5074.02,Pendente,CC-DGEO-01
D001103,2024-02-25,DCM,Serviços Externos,LabInstruments,4640.58,Pago,CC-DCM-11
D001104,2024-02-19,DF,Manutenção,TechVision,2143.33,Pendente,CC-DF-02
D001105,2024-07-29,DF,Serviços Externos,DataCloud,7801.39,Pendente,CC-DF-06
D001106,2025-04-03,DETI,Infraestruturas,EduSoft,8799.29,Pago,CC-DETI-08
D001107,2025-11-24,DF,Infraestruturas,PrintWay,12137.47,Pago,CC-DF-05
D001108,2025-01-02,DMAT,Bolsas,EduSoft,9180.94,Pago,CC-DMAT-06
D001109,2024-06-02,DMAT,Serviços Externos,GreenEnergy,6514.8,Pago,CC-DMAT-05
D001110,2025-10-29,DETI,Pessoal,IberTravel,1800.9,Pago,CC-DETI-08
D001111,2024-12-04,DGEO,Investigação,Campus Services,16689.01,Pago,CC-DGEO-06
D001112,2024-05-07,DETI,Equipamento,EduSoft,59571.03,Pago,CC-DETI-11
D001113,2024-02-01,DBIO,Equipamento,GreenEnergy,36349.38,Pendente,CC-DBIO-01
D001114,2025-05-22,DBIO,Manutenção,LabInstruments,5846.54,Pago,CC-DBIO-07
D001115,2024-06-27,DMAT,Equipamento,PrintWay,35015.48,Pago,CC-DMAT-07
D001116,2025-02-13,DETI,Manutenção,LabInstruments,18424.2,Pago,CC-DETI-04
D001117,2025-01-10,DBIO,Investigação,PrintWay,13167.99,Pago,CC-DBIO-02
D001118,2025-11-30,DQ,Equipamento,IberTravel,6100.43,Pago,CC-DQ-10
D001119,2025-12-16,DF,Investigação,MedSupply,14484.61,Pendente,CC-DF-08
D001120,2024-07-30,DF,Manutenção,GreenEnergy,10953.77,Pago,CC-DF-02
D001121,2024-01-14,DMAT,Pessoal,DataCloud,18354.25,Pago,CC-DMAT-06
D001122,2026-03-23,DEGEIT,Viagens,DataCloud,15793.58,Pago,CC-DEGEIT-08
D001123,2024-01-31,DETI,Equipamento,IberTravel,22871.25,Pago,CC-DETI-01
D001124,2024-06-27,DEP,Manutenção,TechVision,17359.83,Pendente,CC-DEP-02
D001125,2024-01-05,DBIO,Viagens,DataCloud,18291.58,Pago,CC-DBIO-08
D001126,2024-12-27,DBIO,Infraestruturas,GreenEnergy,5003.35,Pago,CC-DBIO-11
D001127,2025-04-26,DCM,Equipamento,DataCloud,37832.99,Anulado,CC-DCM-02
D001128,2025-12-12,DEP,Viagens,EduSoft,7383.34,Pago,CC-DEP-04
D001129,2025-06-19,DBIO,Investigação,Global Office,5462.23,Pago,CC-DBIO-11
D001130,2025-07-05,DEGEIT,Viagens,Global Office,9009.91,Pago,CC-DEGEIT-08
D001131,2024-07-07,DMAT,Infraestruturas,LabInstruments,17239.99,Pago,CC-DMAT-05
D001132,2025-02-07,DMAT,Viagens,GreenEnergy,1546.23,Anulado,CC-DMAT-03
D001133,2024-08-28,DETI,Infraestruturas,EduSoft,27334.83,Pago,CC-DETI-07
D001134,2026-03-17,DGEO,Infraestruturas,IberTravel,32239.67,Pago,CC-DGEO-07
D001135,2024-02-19,DQ,Infraestruturas,GreenEnergy,39259.28,Pago,CC-DQ-05
D001136,2024-02-12,DQ,Manutenção,Campus Services,7970.31,Pago,CC-DQ-06
D001137,2025-03-29,DEGEIT,Equipamento,TechVision,22004.14,Pago,CC-DEGEIT-08
D001138,2026-02-21,DEP,Investigação,DataCloud,6204.86,Pago,CC-DEP-11
D001139,2025-07-10,DEP,Infraestruturas,EduSoft,4207.83,Pendente,CC-DEP-12
D001140,2025-04-20,DEP,Equipamento,MedSupply,53193.36,Pago,CC-DEP-08
D001141,2025-12-22,DBIO,Serviços Externos,EduSoft,9790.37,Pago,CC-DBIO-08
D001142,2024-09-11,DEGEIT,Equipamento,LabInstruments,42969.86,Pendente,CC-DEGEIT-03
D001143,2025-08-11,DETI,Manutenção,Global Office,7837.19,Pago,CC-DETI-07
D001144,2024-04-12,DQ,Serviços Externos,Global Office,3525.49,Pago,CC-DQ-09
D001145,2024-11-17,DEGEIT,Investigação,DataCloud,16505.63,Pendente,CC-DEGEIT-03
D001146,2025-12-29,DEGEIT,Manutenção,DataCloud,878.39,Pendente,CC-DEGEIT-06
D001147,2024-05-01,DBIO,Serviços Externos,LabInstruments,10325.2,Pago,CC-DBIO-10
D001148,2025-07-14,DEP,Bolsas,PrintWay,17107.75,Pago,CC-DEP-05
D001149,2024-08-09,DMAT,Bolsas,PrintWay,17827.3,Pago,CC-DMAT-08
D001150,2025-11-20,DLC,Equipamento,IberTravel,17877.97,Pago,CC-DLC-04
D001151,2025-06-27,DLC,Investigação,PrintWay,9356.76,Pago,CC-DLC-02
D001152,2025-01-05,DMAT,Equipamento,IberTravel,26467.95,Pago,CC-DMAT-10
D001153,2024-10-13,DMAT,Viagens,IberTravel,12625.9,Anulado,CC-DMAT-08
D001154,2024-02-03,DEP,Bolsas,DataCloud,16721.46,Pago,CC-DEP-03
D001155,2025-02-06,DETI,Serviços Externos,Global Office,3477.29,Pago,CC-DETI-04
D001156,2024-06-26,DCM,Bolsas,DataCloud,15195.83,Pago,CC-DCM-12
D001157,2024-03-03,DCM,Serviços Externos,DataCloud,6366.17,Pago,CC-DCM-11
D001158,2026-02-01,DEP,Investigação,GreenEnergy,781.45,Pago,CC-DEP-03
D001159,2024-07-25,DCM,Investigação,DataCloud,10765.03,Pago,CC-DCM-06
D001160,2024-10-27,DEP,Infraestruturas,Campus Services,16976.8,Pago,CC-DEP-06
D001161,2025-03-27,DF,Manutenção,EduSoft,9321.48,Pago,CC-DF-03
D001162,2025-12-09,DEGEIT,Pessoal,DataCloud,9847.77,Pago,CC-DEGEIT-01
D001163,2024-12-11,DEGEIT,Infraestruturas,MedSupply,32710.94,Pago,CC-DEGEIT-12
D001164,2026-01-16,DMAT,Manutenção,LabInstruments,4560.29,Pago,CC-DMAT-06
D001165,2024-10-03,DQ,Pessoal,EduSoft,347.13,Pago,CC-DQ-07
D001166,2025-08-20,DQ,Manutenção,MedSupply,11791.32,Pago,CC-DQ-08
D001167,2024-09-18,DCM,Viagens,MedSupply,12712.61,Pago,CC-DCM-03
D001168,2025-04-28,DEP,Pessoal,GreenEnergy,11775.27,Pago,CC-DEP-01
D001169,2025-03-28,DETI,Viagens,EduSoft,3947.44,Pago,CC-DETI-03
D001170,2024-01-11,DF,Pessoal,DataCloud,7540.86,Anulado,CC-DF-02
D001171,2024-09-26,DEGEIT,Manutenção,EduSoft,2861.61,Pendente,CC-DEGEIT-02
D001172,2024-11-03,DF,Investigação,PrintWay,7869.13,Pago,CC-DF-07
D001173,2025-06-15,DQ,Investigação,TechVision,14236.18,Pago,CC-DQ-07
D001174,2024-04-25,DBIO,Bolsas,DataCloud,3455.57,Pago,CC-DBIO-03
D001175,2024-07-10,DF,Manutenção,IberTravel,13768.58,Pago,CC-DF-03
D001176,2024-09-05,DEGEIT,Infraestruturas,LabInstruments,7222.01,Pago,CC-DEGEIT-03
D001177,2025-04-12,DEP,Infraestruturas,Global Office,6994.69,Pago,CC-DEP-11
D001178,2024-12-21,DLC,Bolsas,MedSupply,2987.87,Pendente,CC-DLC-02
D001179,2026-01-27,DEP,Equipamento,PrintWay,39103.48,Pago,CC-DEP-12
D001180,2025-07-25,DF,Serviços Externos,DataCloud,5837.4,Anulado,CC-DF-08
D001181,2024-01-14,DEP,Investigação,DataCloud,17739.18,Pago,CC-DEP-05
D001182,2024-01-23,DBIO,Bolsas,LabInstruments,15614.08,Pago,CC-DBIO-12
D001183,2025-12-14,DCM,Investigação,Campus Services,5911.96,Pago,CC-DCM-05
D001184,2025-11-15,DBIO,Pessoal,Global Office,17799.3,Pago,CC-DBIO-12
D001185,2024-09-11,DGEO,Manutenção,Global Office,7677.67,Pendente,CC-DGEO-10
D001186,2024-11-10,DF,Infraestruturas,MedSupply,23642.44,Pago,CC-DF-11
D001187,2025-03-23,DMAT,Serviços Externos,MedSupply,652.25,Pago,CC-DMAT-10
D001188,2024-07-04,DETI,Manutenção,Campus Services,962.03,Pago,CC-DETI-05
D001189,2025-09-18,DMAT,Pessoal,Campus Services,14535.96,Pendente,CC-DMAT-10
D001190,2025-02-06,DCM,Infraestruturas,EduSoft,2732.4,Pago,CC-DCM-12
D001191,2024-08-26,DCM,Pessoal,GreenEnergy,10627.52,Pago,CC-DCM-11
D001192,2024-08-22,DEGEIT,Viagens,IberTravel,14173.0,Anulado,CC-DEGEIT-09
D001193,2026-03-10,DF,Viagens,PrintWay,7356.86,Pago,CC-DF-10
D001194,2025-03-06,DF,Bolsas,Campus Services,15213.92,Pendente,CC-DF-02
D001195,2025-07-10,DETI,Manutenção,Campus Services,4920.1,Anulado,CC-DETI-08
D001196,2024-03-04,DMAT,Pessoal,DataCloud,10372.91,Pendente,CC-DMAT-05
D001197,2025-11-22,DQ,Equipamento,TechVision,6182.49,Pendente,CC-DQ-06
D001198,2024-09-03,DEP,Serviços Externos,DataCloud,6421.11,Pendente,CC-DEP-01
D001199,2024-11-02,DLC,Infraestruturas,LabInstruments,59244.99,Pago,CC-DLC-08
D001200,2025-04-30,DQ,Manutenção,Global Office,8070.71,Pago,CC-DQ-05
D001201,2024-06-29,DBIO,Investigação,TechVision,5325.8,Pago,CC-DBIO-07
D001202,2024-05-07,DF,Investigação,MedSupply,2082.08,Pago,CC-DF-12
D001203,2024-07-27,DCM,Investigação,DataCloud,15374.49,Pago,CC-DCM-01
D001204,2024-01-18,DF,Infraestruturas,Campus Services,10732.21,Pago,CC-DF-04
D001205,2025-02-25,DCM,Investigação,MedSupply,9524.08,Pago,CC-DCM-07
D001206,2025-12-01,DMAT,Serviços Externos,Global Office,1377.88,Pago,CC-DMAT-06
D001207,2024-04-15,DCM,Equipamento,MedSupply,22274.39,Pago,CC-DCM-12
D001208,2024-07-13,DEP,Pessoal,PrintWay,1427.96,Pago,CC-DEP-10
D001209,2025-12-18,DMAT,Manutenção,PrintWay,13253.23,Pendente,CC-DMAT-03
D001210,2024-12-03,DLC,Equipamento,EduSoft,14034.36,Pendente,CC-DLC-04
D001211,2025-04-12,DGEO,Equipamento,MedSupply,43070.48,Pago,CC-DGEO-08
D001212,2024-05-24,DEP,Viagens,Global Office,1252.59,Pago,CC-DEP-06
D001213,2024-06-02,DCM,Infraestruturas,GreenEnergy,16795.29,Pago,CC-DCM-12
D001214,2024-08-06,DGEO,Bolsas,MedSupply,13959.31,Pendente,CC-DGEO-03
D001215,2024-03-14,DCM,Equipamento,EduSoft,47875.03,Pago,CC-DCM-07
D001216,2025-09-20,DLC,Infraestruturas,DataCloud,3479.37,Pago,CC-DLC-11
D001217,2025-11-25,DCM,Manutenção,IberTravel,17846.14,Pendente,CC-DCM-08
D001218,2024-09-13,DLC,Infraestruturas,IberTravel,2878.28,Pendente,CC-DLC-01
D001219,2025-12-11,DBIO,Pessoal,TechVision,15761.03,Pago,CC-DBIO-11
D001220,2025-04-29,DBIO,Viagens,PrintWay,10240.52,Pago,CC-DBIO-11
D001221,2025-08-12,DCM,Serviços Externos,Campus Services,10083.33,Pendente,CC-DCM-09
D001222,2024-11-03,DLC,Equipamento,TechVision,7538.55,Pago,CC-DLC-04
D001223,2026-01-30,DEGEIT,Infraestruturas,Campus Services,31065.98,Pago,CC-DEGEIT-04
D001224,2025-02-15,DCM,Equipamento,GreenEnergy,54931.17,Pago,CC-DCM-03
D001225,2024-02-09,DMAT,Investigação,TechVision,14737.74,Pago,CC-DMAT-12
D001226,2024-06-11,DQ,Viagens,GreenEnergy,8249.68,Pago,CC-DQ-02
D001227,2025-12-07,DBIO,Investigação,EduSoft,5126.77,Pago,CC-DBIO-03
D001228,2025-07-23,DEP,Pessoal,PrintWay,18307.79,Pago,CC-DEP-02
D001229,2024-07-14,DF,Pessoal,EduSoft,8760.72,Pago,CC-DF-07
D001230,2025-10-03,DGEO,Viagens,LabInstruments,18299.59,Pago,CC-DGEO-10
D001231,2025-12-16,DF,Investigação,MedSupply,8647.19,Pago,CC-DF-08
D001232,2024-03-08,DLC,Equipamento,PrintWay,38763.42,Pago,CC-DLC-02
D001233,2025-05-20,DBIO,Viagens,IberTravel,3575.65,Pago,CC-DBIO-02
D001234,2025-04-05,DEP,Infraestruturas,LabInstruments,25679.16,Pendente,CC-DEP-12
D001235,2025-04-03,DF,Serviços Externos,MedSupply,6952.5,Pendente,CC-DF-08
D001236,2025-10-22,DGEO,Infraestruturas,Global Office,38758.78,Pago,CC-DGEO-02
D001237,2025-11-14,DQ,Infraestruturas,LabInstruments,32058.24,Pago,CC-DQ-11
D001238,2025-05-07,DBIO,Pessoal,Global Office,9430.37,Pago,CC-DBIO-12
D001239,2024-11-13,DCM,Manutenção,EduSoft,8602.17,Pago,CC-DCM-03
D001240,2025-11-23,DEGEIT,Investigação,MedSupply,16307.68,Pago,CC-DEGEIT-02
D001241,2025-04-23,DCM,Pessoal,LabInstruments,8989.85,Anulado,CC-DCM-07
D001242,2025-07-30,DETI,Manutenção,PrintWay,3289.25,Pendente,CC-DETI-08
D001243,2024-08-09,DEGEIT,Infraestruturas,Global Office,31395.85,Pendente,CC-DEGEIT-12
D001244,2026-03-17,DGEO,Serviços Externos,Global Office,11926.49,Pago,CC-DGEO-02
D001245,2025-01-13,DLC,Bolsas,TechVision,6207.68,Pago,CC-DLC-09
D001246,2025-05-01,DGEO,Pessoal,Global Office,5770.82,Pago,CC-DGEO-05
D001247,2026-01-03,DMAT,Equipamento,MedSupply,20437.41,Pago,CC-DMAT-10
D001248,2025-06-14,DLC,Manutenção,TechVision,14908.18,Pago,CC-DLC-11
D001249,2026-03-24,DETI,Viagens,IberTravel,7150.86,Pago,CC-DETI-02
D001250,2025-09-12,DEGEIT,Pessoal,MedSupply,15370.34,Pago,CC-DEGEIT-06
D001251,2026-01-04,DGEO,Viagens,DataCloud,14626.92,Pago,CC-DGEO-01
D001252,2025-11-03,DEGEIT,Equipamento,Campus Services,62070.49,Pago,CC-DEGEIT-04
D001253,2025-10-01,DEP,Investigação,DataCloud,16838.95,Pago,CC-DEP-08
D001254,2024-04-14,DF,Investigação,GreenEnergy,10512.93,Pago,CC-DF-03
D001255,2025-05-23,DQ,Serviços Externos,TechVision,4332.49,Pago,CC-DQ-06
D001256,2025-08-01,DMAT,Viagens,MedSupply,6225.3,Pendente,CC-DMAT-12
D001257,2025-06-20,DCM,Pessoal,Global Office,5233.66,Pago,CC-DCM-01
D001258,2025-12-13,DMAT,Pessoal,Campus Services,205.61,Pago,CC-DMAT-04
D001259,2024-04-19,DGEO,Viagens,Campus Services,16362.97,Pago,CC-DGEO-12
D001260,2024-04-20,DQ,Viagens,Global Office,1304.88,Pago,CC-DQ-03
D001261,2026-02-11,DQ,Infraestruturas,LabInstruments,14135.84,Pago,CC-DQ-09
D001262,2026-03-25,DETI,Investigação,PrintWay,15371.75,Pago,CC-DETI-03
D001263,2025-12-19,DETI,Pessoal,Campus Services,8983.98,Pago,CC-DETI-07
D001264,2024-07-19,DQ,Investigação,GreenEnergy,10121.33,Pago,CC-DQ-05
D001265,2024-05-20,DCM,Pessoal,Global Office,12208.29,Pago,CC-DCM-08
D001266,2024-10-22,DCM,Equipamento,Campus Services,39002.68,Pago,CC-DCM-01
D001267,2025-01-01,DGEO,Infraestruturas,LabInstruments,41885.05,Pago,CC-DGEO-06
D001268,2025-08-18,DF,Equipamento,LabInstruments,64058.34,Pago,CC-DF-07
D001269,2024-03-07,DLC,Investigação,PrintWay,8687.82,Pendente,CC-DLC-02
D001270,2024-08-09,DQ,Pessoal,EduSoft,14521.25,Pago,CC-DQ-10
D001271,2024-05-16,DETI,Infraestruturas,DataCloud,54623.93,Pago,CC-DETI-03
D001272,2024-09-26,DMAT,Infraestruturas,DataCloud,12853.05,Pago,CC-DMAT-12
D001273,2025-03-12,DEGEIT,Viagens,DataCloud,10538.36,Pago,CC-DEGEIT-02
D001274,2025-02-17,DCM,Bolsas,IberTravel,5389.72,Pago,CC-DCM-01
D001275,2024-09-06,DEGEIT,Equipamento,TechVision,19162.48,Pago,CC-DEGEIT-10
D001276,2024-03-29,DEGEIT,Bolsas,GreenEnergy,16458.41,Pago,CC-DEGEIT-03
D001277,2025-01-29,DETI,Infraestruturas,DataCloud,30764.78,Pago,CC-DETI-12
D001278,2025-05-23,DLC,Bolsas,TechVision,16276.87,Pendente,CC-DLC-11
D001279,2024-11-08,DMAT,Bolsas,Global Office,18438.02,Pendente,CC-DMAT-12
